loading_id,execution_id,trip_plan_id,trip_no,tanker_number,seq_no,bmcu_code,bmcu_name,milk_date,shift,qty_litres,qty_kgs,fat_pct,snf_pct,kg_fat,kg_snf,description,chamber,rmrd_qty,is_deleted
5660,1426,2368,48,SALE TANKER,1,3104,Karapattu,2026-08-02,,14964.70,15391.1940,4.100,8.470,631.0390,1303.6341,RMRD,"FC,BC",0.00,f
5402,1353,2312,,SALE TANKER,1,3104,Karapattu,2026-08-02,,,,,,,,RMRD,,0.00,f
5431,1361,2317,1,TN28BF6792,1,3648,Mohamadabad/MB Cross,2026-08-03,,6021.00,6192.5985,4.100,8.100,253.8965,501.6005,RMRD,FC,0.00,f
5432,1361,2317,1,TN28BF6792,2,3646,Moram Pali,2026-08-03,,4202.00,4321.7570,4.100,8.100,177.1920,350.0623,RMRD,"FC,BC",0.00,f
5433,1361,2317,1,TN28BF6792,3,3653,Mamillapalli,2026-08-03,,8087.00,8317.4795,4.000,8.200,332.6992,682.0333,RMRD,BC,0.00,f
5434,1362,2318,2,AP39UN4344,1,3649,B.Pappuru,2026-08-03,,5764.00,5928.2740,4.100,8.350,243.0592,495.0109,RMRD,"FC,BC",0.00,f
5675,1431,2370,2,AP03TF2538,1,3004,Y S Gate,2026-08-03,,,,,,,,RMRD,,0.00,f
5676,1431,2370,2,AP03TF2538,2,3005,Komireddygari Palli,2026-08-03,,,,,,,,RMRD,,0.00,f
5435,1362,2318,2,AP39UN4344,2,3647,Ragavapalli,2026-08-03,,4005.00,4119.1425,4.200,8.120,173.0040,334.4744,RMRD,"FC,BC",0.00,f
5739,1362,2318,2,AP39UN4344,3,3649,B.Pappuru,2026-08-03,,1366.00,1404.9310,6.900,8.930,96.9402,125.4603,RMRD,FC,0.00,f
5436,1363,2319,3,TN86A9787,1,3613,P T M,2026-08-03,,2856.00,2937.3960,4.000,8.200,117.4958,240.8665,RMRD,BC,0.00,f
5437,1363,2319,3,TN86A9787,2,3610,B Kothakota,2026-08-03,,5898.00,6066.0930,4.000,8.200,242.6437,497.4196,RMRD,BC,0.00,f
5438,1363,2319,3,TN86A9787,3,3612,Poojavari Palli,2026-08-03,,1665.00,1712.4525,3.900,8.300,66.7856,142.1336,RMRD,FC,0.00,f
5439,1363,2319,3,TN86A9787,4,3609,Kurabala Kota,2026-08-03,,6848.00,7043.1680,3.800,8.030,267.6404,565.5664,RMRD,FC,0.00,f
5440,1363,2319,3,TN86A9787,5,3602,Tharigonda,2026-08-03,,2952.00,3036.1320,3.700,8.140,112.3369,247.1411,RMRD,"FC,BC",0.00,f
5441,1364,2320,4,AP31TF6368,1,3623,Yallam Palli,2026-08-03,,1857.00,1909.9245,3.800,8.030,72.5771,153.3669,RMRD,BC,0.00,f
5442,1364,2320,4,AP31TF6368,2,3637,Nimmanna Palli,2026-08-03,,4040.00,4155.1400,3.800,8.160,157.8953,339.0594,RMRD,FC,0.00,f
5443,1364,2320,4,AP31TF6368,3,3603,Vayalpadu,2026-08-03,,3146.00,3235.6610,4.000,8.200,129.4264,265.3242,RMRD,BC,0.00,f
5444,1364,2320,4,AP31TF6368,4,3607,Manchuru,2026-08-03,,2196.00,2258.5860,4.000,8.200,90.3434,185.2041,RMRD,"MC,BC",0.00,f
5445,1364,2320,4,AP31TF6368,5,3601,Chinthaparthi,2026-08-03,,4312.00,4434.8920,3.800,8.030,168.5259,356.1218,RMRD,"FC,BC",0.00,f
5446,1364,2320,4,AP31TF6368,6,3616,Kalikiri,2026-08-03,,6561.70,6748.7084,3.800,8.160,256.4509,550.6946,RMRD,MC,0.00,f
5447,1365,2321,5,AP03TF2538,1,3619,Garnimitta,2026-08-03,,2299.00,2364.5215,3.900,8.180,92.2163,193.4179,RMRD,BC,0.00,f
5448,1365,2321,5,AP03TF2538,2,3622,Gyarampalli,2026-08-03,,3218.00,3309.7130,4.000,8.200,132.3885,271.3965,RMRD,BC,0.00,f
5449,1365,2321,5,AP03TF2538,3,3617,Kalakada,2026-08-03,,3238.00,3330.2830,3.900,8.180,129.8810,272.4171,RMRD,BC,0.00,f
5450,1365,2321,5,AP03TF2538,4,3618,Gadi,2026-08-03,,3010.00,3095.7850,3.900,8.050,120.7356,249.2107,RMRD,FC,0.00,f
5451,1365,2321,5,AP03TF2538,5,3621,Regallu,2026-08-03,,2882.00,2964.1370,3.900,8.000,115.6013,237.1310,RMRD,"FC,BC",0.00,f
5452,1365,2321,5,AP03TF2538,6,3620,Piler,2026-08-03,,6091.00,6264.5935,3.800,8.160,238.0546,511.1908,RMRD,"FC,MC",0.00,f
5453,1366,2322,6,AP39WE8054,1,3628,Diguva Thotluvari Palli,2026-08-03,,3840.00,3949.4400,3.800,8.160,150.0787,322.2743,RMRD,BC,0.00,f
5454,1366,2322,6,AP39WE8054,2,3624,Thamballapalle,2026-08-03,,5215.00,5363.6275,4.000,8.130,214.5451,436.0629,RMRD,FC,0.00,f
5455,1366,2322,6,AP39WE8054,3,3627,Mudivedu,2026-08-03,,3877.00,3987.4945,3.700,8.140,147.5373,324.5821,RMRD,FC,0.00,f
5456,1366,2322,6,AP39WE8054,4,3625,Reddi Kota,2026-08-03,,3825.50,3934.5268,3.800,8.100,149.5120,318.6967,RMRD,"FC,BC",0.00,f
5457,1367,2323,7,AP07TJ2180,1,3207,Karvetinagaram,2026-08-03,,3207.00,3298.3995,4.000,8.200,131.9360,270.4688,RMRD,BC,0.00,f
5458,1367,2323,7,AP07TJ2180,2,3213,Narayanavanam,2026-08-03,,1975.00,2031.2875,4.100,8.090,83.2828,164.3312,RMRD,FC,0.00,f
5459,1367,2323,7,AP07TJ2180,3,3019,Pannuru,2026-08-03,,1864.00,1917.1240,3.900,8.080,74.7678,154.9036,RMRD,FC,0.00,f
5460,1367,2323,7,AP07TJ2180,4,3212,M.Kothuru,2026-08-03,,3815.00,3923.7275,4.000,8.100,156.9491,317.8219,RMRD,BC,0.00,f
5461,1367,2323,7,AP07TJ2180,5,3208,S R Puram,2026-08-03,,3232.00,3324.1120,3.900,8.180,129.6404,271.9124,RMRD,FC,0.00,f
5462,1367,2323,7,AP07TJ2180,6,3015,Pichatur,2026-08-03,,1874.00,1927.4090,4.200,8.240,80.9512,158.8185,RMRD,BC,0.00,f
5463,1368,2324,8,AP03TE9419,1,3219,Reddigunta,2026-08-03,,4917.00,5057.1345,4.000,8.200,202.2854,414.6850,RMRD,FC,0.00,f
5464,1368,2324,8,AP03TE9419,2,3215,Yadamari,2026-08-03,,8673.50,8920.6948,4.000,8.220,356.8278,733.2811,RMRD,"FC,MC,BC",0.00,f
5465,1368,2324,8,AP03TE9419,3,3439,KG Sathram,2026-08-03,,8153.00,8385.3605,4.000,8.200,335.4144,687.5996,RMRD,BC,0.00,f
5466,1369,2325,9,TN28AR1990,1,3409,Shanthi Puram,2026-08-03,,4881.30,5020.4171,3.900,8.180,195.7963,410.6701,RMRD,BC,0.00,f
5467,1369,2325,9,TN28AR1990,2,3407,V Kota,2026-08-03,,4470.00,4597.3950,4.000,8.200,183.8958,376.9864,RMRD,BC,0.00,f
5468,1369,2325,9,TN28AR1990,3,3402,Baireddipalle,2026-08-03,,4459.60,4586.6986,3.900,8.180,178.8812,375.1919,RMRD,FC,0.00,f
5469,1369,2325,9,TN28AR1990,4,3405,Pathikonda,2026-08-03,,4996.00,5138.3860,3.800,8.160,195.2587,419.2923,RMRD,BC,0.00,f
5470,1370,2326,10,AP07TN0549,1,3004,Y S Gate,2026-08-03,,3692.00,3797.2220,4.000,8.330,151.8889,316.3086,RMRD,BC,0.00,f
5471,1370,2326,10,AP07TN0549,2,3217,K Patnam,2026-08-03,,1358.00,1396.7030,4.200,8.370,58.6615,116.9040,RMRD,BC,0.00,f
5472,1370,2326,10,AP07TN0549,3,3425,Gajulapalli,2026-08-03,,2831.90,2912.6092,3.900,8.180,113.5918,238.2514,RMRD,BC,0.00,f
5473,1370,2326,10,AP07TN0549,4,3427,Perumala Palli,2026-08-03,,1236.00,1271.2260,4.200,8.370,53.3915,106.4016,RMRD,BC,0.00,f
5474,1370,2326,10,AP07TN0549,5,3430,Mogili,2026-08-03,,2891.00,2973.3935,3.900,8.180,115.9623,243.2236,RMRD,FC,0.00,f
5475,1370,2326,10,AP07TN0549,6,3429,G.K.Manchi,2026-08-03,,4016.00,4130.4560,4.000,8.330,165.2182,344.0670,RMRD,"FC,BC",0.00,f
5476,1370,2326,10,AP07TN0549,7,3023,Rangampeta Cross,2026-08-03,,2140.00,2200.9900,4.100,8.220,90.2406,180.9214,RMRD,FC,0.00,f
5477,1371,2327,11,AP03TA8424,1,3118,Gollamangalam,2026-08-03,,6689.00,6879.6365,4.300,8.390,295.8244,577.2015,RMRD,"FC,BC",0.00,f
5478,1371,2327,11,AP03TA8424,2,3432,Madetipalli,2026-08-03,,10263.00,10555.4955,3.900,8.180,411.6643,863.4395,RMRD,"FC,MC",0.00,f
5479,1371,2327,11,AP03TA8424,3,3221,Bomma Samudram,2026-08-03,,3277.00,3370.3945,4.000,8.200,134.8158,276.3723,RMRD,BC,0.00,f
5480,1372,2328,12,TN25BB1990,1,3701,Pellakuru,2026-08-03,,298.00,306.4930,4.400,8.400,13.4857,25.7454,RMRD,MC,0.00,f
5481,1372,2328,12,TN25BB1990,2,3014,Thottambedu,2026-08-03,,1686.00,1734.0510,4.500,8.310,78.0323,144.0996,RMRD,MC,0.00,f
5482,1372,2328,12,TN25BB1990,3,3013,B N Khandriga,2026-08-03,,2657.00,2732.7245,5.200,8.700,142.1017,237.7470,RMRD,"FC,MC",0.00,f
5483,1372,2328,12,TN25BB1990,4,3011,Varadaiahpalem,2026-08-03,,1204.00,1238.3140,6.100,8.760,75.5372,108.4763,RMRD,FC,0.00,f
5484,1372,2328,12,TN25BB1990,5,3018,Satyavedu,2026-08-03,,1969.00,2025.1165,4.700,8.470,95.1805,171.5274,RMRD,"FC,BC",0.00,f
5485,1372,2328,12,TN25BB1990,6,3016,Nagalapuram,2026-08-03,,1300.00,1337.0500,4.600,8.450,61.5043,112.9807,RMRD,FC,0.00,f
5486,1372,2328,12,TN25BB1990,7,3017,K V B Puram,2026-08-03,,2805.00,2884.9425,4.100,8.220,118.2826,237.1423,RMRD,BC,0.00,f
5743,1372,2328,12,TN25BB1990,8,3017,K V B Puram,2026-08-03,,385.00,395.9725,7.000,8.950,27.7181,35.4395,RMRD,FC,0.00,f
5744,1372,2328,12,TN25BB1990,9,3014,Thottambedu,2026-08-03,,338.80,348.4558,7.800,9.000,27.1796,31.3610,RMRD,MC,0.00,f
5745,1372,2328,12,TN25BB1990,10,3701,Pellakuru,2026-08-03,,786.00,808.4010,7.500,9.060,60.6301,73.2411,RMRD,MC,0.00,f
5487,1373,2329,13,AP03TE9599,1,3010,Yerpedu,2026-08-03,,234.00,240.6690,7.700,9.880,18.5315,23.7781,RMRD,BC,0.00,f
5488,1373,2329,13,AP03TE9599,2,3702,Venkatagiri,2026-08-03,,1152.00,1184.8320,7.500,8.680,88.8624,102.8434,RMRD,BC,0.00,f
5489,1373,2329,13,AP03TE9599,3,3704,Dakilli,2026-08-03,,855.30,879.6760,7.600,8.700,66.8554,76.5318,RMRD,FC,0.00,f
5490,1373,2329,13,AP03TE9599,4,3708,Pokurupalli,2026-08-03,,979.00,1006.9015,7.500,8.680,75.5176,87.3991,RMRD,FC,0.00,f
5740,1373,2329,13,AP03TE9599,5,3010,Yerpedu,2026-08-03,,3213.00,3304.5705,4.100,8.220,135.4874,271.6357,RMRD,MC,0.00,f
5491,1374,2330,14,TN24BD4749,1,3435,Settipalli,2026-08-03,,8111.50,8342.6777,4.000,8.200,333.7071,684.0996,Balance Milk,"FC,BC",0.00,f
5492,1374,2330,14,TN24BD4749,2,3418,Nadimur,2026-08-03,,2555.00,2627.8175,3.800,8.220,99.8571,216.0066,Balance Milk,BC,0.00,f
5493,1374,2330,14,TN24BD4749,3,3408,Ramakuppam BMCU,2026-08-03,,4892.00,5031.4220,3.900,8.180,196.2255,411.5703,RMRD,BC,0.00,f
5494,1374,2330,14,TN24BD4749,4,3413,Pedduru,2026-08-03,,4757.00,4892.5745,3.900,8.180,190.8104,400.2126,RMRD,FC,0.00,f
5495,1374,2330,14,TN24BD4749,5,3437,Kuppiganipalli,2026-08-03,,1000.10,1028.6029,3.800,8.160,39.0869,83.9340,RMRD,BC,0.00,f
5496,1374,2330,14,TN24BD4749,6,3418,Nadimur,2026-08-03,,3272.50,3365.7663,3.800,8.160,127.8991,274.6465,RMRD,BC,0.00,f
5497,1375,2331,15,AP03TE2079,1,3420,Chandramakula Palli,2026-08-03,,2436.00,2505.4260,3.700,8.140,92.7008,203.9417,RMRD,BC,0.00,f
5498,1375,2331,15,AP03TE2079,2,3644,Penchupadu,2026-08-03,,6069.00,6241.9665,4.000,8.260,249.6787,515.5864,RMRD,BC,0.00,f
5499,1375,2331,15,AP03TE2079,3,3442,Ramasamudhram CC,2026-08-03,,4183.00,4302.2155,3.900,8.180,167.7864,351.9212,RMRD,FC,0.00,f
5500,1375,2331,15,AP03TE2079,4,3419,Punganur,2026-08-03,,5451.00,5606.3535,3.650,8.130,204.6319,455.7965,RMRD,"FC,BC",0.00,f
5501,1375,2331,15,AP03TE2079,5,3404,Peddapanjani,2026-08-03,,2688.00,2764.6080,3.700,8.140,102.2905,225.0391,RMRD,FC,0.00,f
5502,1376,2332,16,AP03TC7799,1,3103,Konaluru,2026-08-03,,17164.00,17653.1740,4.200,8.490,741.4333,1498.7545,RMRD,"BC,FC",0.00,f
5503,1377,2333,17,TN52P3684,1,3117,Aavalurpet,2026-08-03,,7501.00,7714.7785,4.100,8.470,316.3059,653.4417,RMRD,BC,0.00,f
5504,1377,2333,17,TN52P3684,2,3105,Vanapuram,2026-08-03,,11617.00,11948.0845,4.100,8.470,489.8715,1012.0028,RMRD,"FC,BC",0.00,f
5505,1378,2334,18,TN28BA2919,1,3104,Karapattu,2026-08-03,,19705.00,20266.5925,4.100,8.470,830.9303,1716.5804,RMRD,"BC,FC",0.00,f
5506,1379,2335,19,TN863039,1,3109,Mandakolathur,2026-08-03,,16491.00,16960.9935,4.100,8.470,695.4007,1436.5961,RMRD,"FC,BC,MC",0.00,f
5507,1380,2336,20,TN24AR2944,1,3114,Rayakottai,2026-08-03,,3396.00,3492.7860,4.000,7.910,139.7114,276.2794,RMRD,BC,0.00,f
5508,1380,2336,20,TN24AR2944,2,3108,Sankaranarayanapuram(SN Puram),2026-08-03,,7847.00,8070.6395,3.700,7.710,298.6137,622.2463,RMRD,"FC,BC",0.00,f
5509,1380,2336,20,TN24AR2944,3,3113,CR Palyam,2026-08-03,,6740.00,6932.0900,3.900,7.890,270.3515,546.9419,RMRD,"FC,BC",0.00,f
5510,1381,2337,21,TN28BB2353,1,3110,Kankanur,2026-08-03,,11681.00,12013.9085,4.000,8.080,480.5563,970.7238,RMRD,"FC,BC",0.00,f
5511,1381,2337,21,TN28BB2353,2,3123,Alamelupuram,2026-08-03,,6373.80,6555.4533,4.100,8.090,268.7736,530.3362,RMRD,BC,0.00,f
5512,1382,2338,22,TN86B1591,1,3112,Harur,2026-08-03,,10296.90,10590.3616,4.100,8.090,434.2048,856.7603,RMRD,"FC,BC",0.00,f
5513,1382,2338,22,TN86B1591,2,3119,K Echambadi,2026-08-03,,8775.50,9025.6018,4.200,8.070,379.0753,728.3661,RMRD,"BC,FC",0.00,f
5514,1383,2339,23,AP04TW4458,1,3116,LN Puram,2026-08-03,,5724.00,5887.1340,4.200,8.450,247.2596,497.4628,RMRD,FC,0.00,f
5515,1383,2339,23,AP04TW4458,2,3107,Devanur,2026-08-03,,6855.00,7050.3675,4.000,8.570,282.0147,604.2165,RMRD,"FC,BC",0.00,f
5516,1383,2339,23,AP04TW4458,3,3106,Vandavasi,2026-08-03,,7413.30,7624.5791,4.100,8.050,312.6077,613.7786,RMRD,BC,0.00,f
5517,1384,2340,24,AP03TE5050,1,3631,Gorantla CC,2026-08-03,,15471.80,15912.7463,4.200,8.240,668.3353,1311.2103,RMRD,"FC,BC",0.00,f
5518,1384,2340,24,AP03TE5050,2,3634,Kotha Cheruvu CC,2026-08-03,,7644.00,7861.8540,4.300,8.390,338.0597,659.6096,RMRD,"FC,BC",0.00,f
5519,1385,2341,25,AP26TF3569,1,3652,Lepakshi CC,2026-08-03,,9382.00,9649.3870,4.100,8.220,395.6249,793.1796,RMRD,BC,0.00,f
5520,1385,2341,25,AP26TF3569,2,3645,Manesamudram,2026-08-03,,6409.90,6592.5821,4.000,8.200,263.7033,540.5917,RMRD,FC,0.00,f
5521,1385,2341,25,AP26TF3569,3,3654,Madakasira CC,2026-08-03,,13965.00,14363.0025,4.400,8.530,631.9721,1225.1641,RMRD,"FC,BC",0.00,f
5522,1386,2342,26,TN76AL9919,1,3642,Kokkanti Cross CC,2026-08-03,,7961.00,8187.8885,4.300,8.260,352.0792,676.3196,RMRD,BC,0.00,f
5523,1386,2342,26,TN76AL9919,2,3633,Nallamada CC,2026-08-03,,6870.00,7065.7950,4.200,8.240,296.7634,582.2215,RMRD,"FC,BC",0.00,f
5524,1386,2342,26,TN76AL9919,3,3655,Rallananthapur CC,2026-08-03,,4028.00,4142.7980,4.500,8.430,186.4259,349.2379,RMRD,FC,0.00,f
5525,1387,2343,27,AP39TD1229,1,3629,Kadiri Talapula CC,2026-08-03,,13128.00,13502.1480,4.100,8.220,553.5881,1109.8766,RMRD,BC,0.00,f
5526,1387,2343,27,AP39TD1229,2,3809,Diguva Kancharla Palli,2026-08-03,,4525.00,4653.9625,4.000,8.200,186.1585,381.6249,RMRD,BC,0.00,f
5527,1387,2343,27,AP39TD1229,3,3632,Gandlapenta CC,2026-08-03,,9087.00,9345.9795,4.100,8.220,383.1852,768.2395,RMRD,"FC,BC",0.00,f
5528,1388,2344,28,AP39UX5014,1,3641,Thurakapalli CC,2026-08-03,,12675.00,13036.2375,3.800,8.160,495.3770,1063.7570,RMRD,"FC,BC",0.00,f
5529,1388,2344,28,AP39UX5014,2,3651,CTM CC,2026-08-03,,13495.00,13879.6075,3.900,8.050,541.3047,1117.3084,RMRD,"FC,BC",0.00,f
5530,1389,2345,29,AP03TE5699,1,3416,7th Mile CC,2026-08-03,,24200.00,24889.7000,4.000,8.200,995.5880,2040.9554,RMRD,"BC,FC",0.00,f
5531,1390,2346,30,TG12T4949,1,3417,Avulanatham CC,2026-08-03,,27224.20,28000.0897,3.900,8.180,1092.0035,2290.4073,RMRD,"FC,BC",0.00,f
5679,1390,2346,30,TG12T4949,2,3416,7th Mile CC,2026-08-03,,1540.00,1583.8900,4.000,8.200,63.3556,129.8790,RMRD,BC,0.00,f
5532,1391,2347,31,RJ32GB7005,1,3446,Nulukunta Cross,2026-08-03,,11373.10,11697.2334,4.000,8.330,467.8893,974.3795,RMRD,"FC,BC",0.00,f
5533,1391,2347,31,RJ32GB7005,2,3438,Kuppam Rural CC,2026-08-03,,18522.10,19049.9799,3.800,8.160,723.8992,1554.4784,Balance Milk,"FC,BC",0.00,f
5534,1392,2348,32,AP39TF3392,1,3441,Ramakuppam CC,2026-08-03,,9305.00,9570.1925,4.000,8.200,382.8077,784.7558,RMRD,BC,0.00,f
5535,1392,2348,32,AP39TF3392,2,3436,VK Patrapalli CC,2026-08-03,,7327.00,7535.8195,4.000,8.200,301.4328,617.9372,RMRD,FC,0.00,f
5536,1392,2348,32,AP39TF3392,3,3440,Kondahalli CC,2026-08-03,,3357.00,3452.6745,4.000,8.200,138.1070,283.1193,RMRD,BC,0.00,f
5537,1392,2348,32,AP39TF3392,4,3434,N Vaddanahalli CC,2026-08-03,,5343.50,5495.7898,3.900,8.180,214.3358,449.5556,RMRD,FC,0.00,f
5538,1392,2348,32,AP39TF3392,5,3443,Lakkanapalli CC,2026-08-03,,4942.00,5082.8470,4.100,8.220,208.3967,417.8100,RMRD,"FC,BC",0.00,f
5539,1393,2349,33,AP02TC1483,1,3807,Lakkireddipalli,2026-08-03,,10135.40,10424.2589,4.000,8.200,416.9704,854.7892,RMRD,"MC,BC",0.00,f
5741,1393,2349,33,AP02TC1483,2,3807,Lakkireddipalli,2026-08-03,,1108.90,1140.5037,5.300,8.600,60.4467,98.0833,RMRD,FC,0.00,f
5540,1394,2350,34,AP07TF2421,1,3406,Palamaner CC,2026-08-03,,16525.00,16995.9625,4.000,8.200,679.8385,1393.6689,RMRD,"FC,BC",0.00,f
5541,1395,2351,35,AP03TE6599,1,3006,Polireddipalli,2026-08-03,,3205.00,3296.3425,4.000,8.320,131.8537,274.2557,RMRD,BC,0.00,f
5542,1395,2351,35,AP03TE6599,2,3002,Pakala,2026-08-03,,2850.00,2931.2250,4.100,8.350,120.1802,244.7573,RMRD,FC,0.00,f
5543,1395,2351,35,AP03TE6599,3,3005,Komireddygari Palli,2026-08-03,,6110.00,6284.1350,4.100,8.220,257.6495,516.5559,RMRD,MC,0.00,f
5544,1395,2351,35,AP03TE6599,4,3003,Damalacheruvu,2026-08-03,,3435.00,3532.8975,4.000,8.330,141.3159,294.2904,RMRD,BC,0.00,f
5545,1395,2351,35,AP03TE6599,5,3007,Polakala,2026-08-03,,2227.00,2290.4695,4.100,8.350,93.9092,191.2542,RMRD,FC,0.00,f
5546,1395,2351,35,AP03TE6599,6,3001,Penumuru,2026-08-03,,3358.90,3454.6287,4.100,8.360,141.6398,288.8070,RMRD,MC,0.00,f
5547,1396,2355,36,AP39TK3377,1,3227,Pincha,2026-08-03,,4261.00,4382.4385,3.600,7.990,157.7678,350.1568,RMRD,"FC,BC",0.00,f
5548,1396,2355,36,AP39TK3377,2,3201,Mellacheruv,2026-08-03,,6449.00,6632.7965,3.700,8.010,245.4135,531.2870,RMRD,"FC,BC",0.00,f
5549,1396,2355,36,AP39TK3377,3,3203,Talapula(Piler),2026-08-03,,5078.00,5222.7230,3.700,8.010,193.2408,418.3401,RMRD,FC,0.00,f
5550,1396,2355,36,AP39TK3377,4,3206,Bodevandlapalli,2026-08-03,,3925.00,4036.8625,3.700,8.010,149.3639,323.3527,RMRD,BC,0.00,f
5551,1396,2355,36,AP39TK3377,5,3204,Bakarapeta,2026-08-03,,,,,,,,RMRD,,0.00,t
5552,1397,2356,37,TN52Q9387,1,3224,Palasamudram,2026-08-03,,6031.00,6202.8835,4.100,8.220,254.3182,509.8770,RMRD,FC,0.00,f
5553,1397,2356,37,TN52Q9387,2,3223,Thugundram,2026-08-03,,4866.00,5004.6810,4.100,8.350,205.1919,417.8909,RMRD,"FC,BC",0.00,f
5554,1397,2356,37,TN52Q9387,3,3222,G D Nellore,2026-08-03,,7618.00,7835.1130,4.000,8.200,313.4045,642.4793,RMRD,BC,0.00,f
5555,1397,2356,37,TN52Q9387,4,3209,Kothapallimitta,2026-08-03,,3502.00,3601.8070,4.100,8.220,147.6741,296.0685,RMRD,,0.00,f
5556,1398,2361,38,TS07UL3304,1,3902,Kalwakurthy,2026-08-03,,5756.00,5920.0460,4.400,8.410,260.4820,497.8759,RMRD,"FC,BC",0.00,f
5559,1399,2357,38,TN34AC5878,1,3022,Vedurukuppam,2026-08-03,,3215.40,3307.0389,3.900,8.180,128.9745,270.5158,RMRD,FC,0.00,f
5560,1399,2357,38,TN34AC5878,2,3211,Kondakinda Pali,2026-08-03,,5179.00,5326.6015,4.000,8.200,213.0641,436.7813,RMRD,BC,0.00,f
5557,1398,2361,38,TS07UL3304,2,3903,Thalakondapalli,2026-08-03,,4071.00,4187.0235,4.400,8.280,184.2290,346.6855,RMRD,BC,0.00,f
5558,1398,2361,38,TS07UL3304,3,3904,Kandukuru,2026-08-03,,3196.00,3287.0860,4.300,8.390,141.3447,275.7865,RMRD,FC,0.00,f
5561,1400,2358,39,AP26TF4985,1,3205,C.G.Gallu,2026-08-03,,3257.00,3349.8245,3.900,8.180,130.6432,274.0156,RMRD,BC,0.00,f
5562,1400,2358,39,AP26TF4985,2,3202,Y V Pallm,2026-08-03,,8258.00,8493.3530,3.700,8.140,314.2541,691.3589,RMRD,FC,0.00,f
5563,1400,2358,39,AP26TF4985,3,3228,Udaymanikyam CC,2026-08-03,,8570.00,8814.2450,3.900,8.050,343.7556,709.5467,RMRD,"FC,BC",0.00,f
5726,1400,2358,39,AP26TF4985,4,3204,Bakarapeta,2026-08-03,,2093.00,2152.6505,3.800,8.160,81.8007,175.6563,RMRD,FC,0.00,f
5564,1401,2359,40,TN24BC6019,1,3414,Gudupalli,2026-08-03,,9387.00,9654.5295,3.900,8.300,376.5267,801.3259,RMRD,BC,0.00,f
5565,1401,2359,40,TN24BC6019,2,3415,Kuppam BMCU,2026-08-03,,8537.00,8780.3045,3.900,8.300,342.4319,728.7653,RMRD,"FC,BC",0.00,f
5566,1401,2359,40,TN24BC6019,3,3418,Nadimur,2026-08-03,,4470.80,4598.2178,3.800,8.160,174.7323,375.2146,RMRD,FC,0.00,f
5677,1432,2371,41,TN13H2455,1,3020,Putturu CC,2026-08-03,,14514.70,14928.3690,4.100,8.240,612.0631,1230.0976,RMRD,"FC,BC",0.00,f
5678,1432,2371,41,TN13H2455,2,3021,Chandragiri CC,2026-08-03,,5006.20,5148.8767,3.900,8.180,200.8062,421.1781,RMRD,FC,0.00,f
5742,1456,2373,42,TS08UF8732,1,3901,Gowraram ,2026-08-03,,2326.00,2392.2910,4.400,8.280,105.2608,198.0817,RMRD,BC,0.00,f
5414,1357,2353,,SALE TANKER,1,3104,Karapattu,2026-08-03,,,,,,,,RMRD,,0.00,f
5746,1457,2374,1,AP39TB8024,1,3648,Mohamadabad/MB Cross,2026-08-04,,5970.00,6140.1450,4.100,8.100,251.7459,497.3517,RMRD,BC,0.00,f
5747,1457,2374,1,AP39TB8024,2,3646,Moram Pali,2026-08-04,,4225.00,4345.4125,4.000,8.080,173.8165,351.1093,RMRD,FC,0.00,f
5748,1457,2374,1,AP39TB8024,3,3653,Mamillapalli,2026-08-04,,7517.80,7732.0573,4.100,8.220,317.0143,635.5751,RMRD,"FC,BC",0.00,f
5749,1458,2375,2,AP02TC1483,1,3649,B.Pappuru,2026-08-04,,5764.60,5928.8911,4.000,8.250,237.1556,489.1335,RMRD,"FC,MC,BC",0.00,f
5750,1458,2375,2,AP02TC1483,2,3647,Ragavapalli,2026-08-04,,3951.70,4064.3235,4.200,8.120,170.7016,330.0231,RMRD,FC,0.00,f
5891,1458,2375,2,AP02TC1483,3,3649,B.Pappuru,2026-08-04,,1287.70,1324.3995,7.450,8.900,98.6678,117.8716,RMRD,"FC,MC,BC",0.00,f
5751,1459,2376,3,TN34AH5181,1,3613,P T M,2026-08-04,,2842.00,2922.9970,4.000,8.200,116.9199,239.6858,RMRD,BC,0.00,f
5752,1459,2376,3,TN34AH5181,2,3610,B Kothakota,2026-08-04,,5766.00,5930.3310,4.000,8.200,237.2132,486.2871,RMRD,BC,0.00,f
5753,1459,2376,3,TN34AH5181,3,3612,Poojavari Palli,2026-08-04,,1672.00,1719.6520,3.900,8.300,67.0664,142.7311,RMRD,FC,0.00,f
5754,1459,2376,3,TN34AH5181,4,3609,Kurabala Kota,2026-08-04,,6860.00,7055.5100,3.800,8.030,268.1094,566.5575,RMRD,FC,0.00,f
5755,1459,2376,3,TN34AH5181,5,3602,Tharigonda,2026-08-04,,2937.00,3020.7045,3.700,8.140,111.7661,245.8853,RMRD,"FC,BC",0.00,f
5756,1460,2377,4,TN36AU2208,1,3619,Garnimitta,2026-08-04,,2277.00,2341.8945,3.900,8.180,91.3339,191.5670,RMRD,BC,0.00,f
5757,1460,2377,4,TN36AU2208,2,3622,Gyarampalli,2026-08-04,,3163.00,3253.1455,3.900,8.180,126.8727,266.1073,RMRD,BC,0.00,f
5758,1460,2377,4,TN36AU2208,3,3617,Kalakada,2026-08-04,,3171.00,3261.3735,3.900,8.180,127.1936,266.7804,RMRD,FC,0.00,f
